iter	Passed	Remaining
398	93831	141334
399	94110	141165
400	94362	140955
401	94588	140706
402	94846	140504
403	95073	140257
404	95306	140018
405	95544	139786
406	95790	139567
407	96012	139312
408	96295	139146
409	96467	138818
410	96661	138524
411	96861	138239
412	97049	137936
413	97269	137681
414	97485	137418
415	97692	137145
416	97886	136853
417	98098	136587
418	98276	136273
419	98451	135956
420	98657	135682
421	98863	135409
422	99076	135146
423	99282	134873
424	99475	134585
425	99692	134327
426	99887	134041
427	100080	133751
428	100267	133456
429	100449	133154
430	100662	132893
431	100907	132674
432	101072	132351
433	101240	132032
434	101436	131751
435	101610	131441
436	101802	131155
437	101989	130863
438	102160	130551
439	102341	130253
440	102527	129960
441	102734	129697
442	102925	129411
443	103107	129116
444	103284	128815
445	103449	128500
446	103728	128326
447	103905	128025
448	104077	127720
449	104248	127414
450	104422	127113
451	104610	126829
452	104812	126561
453	105003	126281
454	105218	126030
455	105390	125728
456	105583	125452
457	105781	125182
458	105973	124905
459	106151	124612
460	106340	124333
461	106512	124034
462	106718	123774
463	106901	123489
464	107088	123208
465	107266	122919
466	107455	122641
467	107660	122382
468	107851	122108
469	108076	121873
470	108354	121697
471	108553	121432
472	108757	121173
473	108950	120902
474	109137	120625
475	109310	120333
476	109475	120032
477	109686	119782
478	109860	119493
479	110047	119217
480	110237	118946
481	110452	118701
482	110669	118459
483	110878	118209
484	111067	117938
485	111247	117656
486	111419	117367
487	111620	117110
488	111816	116847
489	112008	116580
490	112177	116289
491	112365	116019
492	112548	115744
493	112750	115489
494	112945	115227
495	113125	114949
496	113311	114679
497	113486	114397
498	113695	114151
499	113903	113903
500	114095	113639
501	114269	113358
502	114445	113080
503	114642	112823
504	114846	112571
505	115031	112303
506	115209	112028
507	115379	111745
508	115566	111479
509	115762	111222
510	115956	110964
511	116157	110712
512	116323	110427
513	116498	110152
514	116709	109910
515	116880	109632
516	117076	109377
517	117250	109101
518	117418	108821
519	117620	108572
520	117831	108332
521	118021	108073
522	118195	107799
523	118369	107526
524	118563	107271
525	118761	107020
526	118950	106761
527	119119	106485
528	119301	106220
529	119504	105975
530	119732	105752
531	119951	105521
532	120149	105271
533	120346	105021
534	120549	104776
535	120776	104552
536	120988	104316
537	121192	104072
538	121392	103825
539	121591	103577
540	121802	103340
541	122004	103095
542	122172	102822
543	122365	102571
544	122554	102316
545	122763	102078
546	122976	101843
547	123235	101646
548	123464	101425
549	123707	101215
550	123944	101000
551	124155	100763
552	124348	100513
553	124539	100261
554	124758	100031
555	124969	99795
556	125166	99548
557	125362	99301
558	125554	99051
559	125787	98833
560	125999	98598
561	126206	98360
562	126368	98086
563	126557	97835
564	126757	97592
565	126956	97348
566	127124	97080
567	127319	96834
568	127519	96592
569	127751	96373
570	127964	96141
571	128156	95892
572	128348	95645
573	128555	95408
574	128786	95189
575	128992	94953
576	129192	94710
577	129397	94473
578	129598	94232
579	129818	94006
580	130023	93768
581	130225	93529
582	130423	93287
583	130643	93061
584	130865	92836
585	131077	92603
586	131265	92355
587	131504	92142
588	131700	91899
589	131911	91667
590	132099	91418
591	132266	91156
592	132426	90889
593	132596	90629
594	132819	90406
595	133101	90222
596	133266	89960
597	133448	89709
598	133660	89478
599	133856	89237
600	134045	88992
601	134222	88738
602	134399	88485
603	134564	88224
604	134766	87987
605	134970	87753
606	135141	87497
607	135313	87241
608	135493	86991
609	135697	86757
610	135886	86513
611	136062	86261
612	136234	86008
613	136466	85791
614	136673	85559
615	136955	85374
616	137138	85128
617	137353	84901
618	137566	84673
619	137784	84448
620	137987	84214
621	138203	83988
622	138400	83751
623	138620	83527
624	138835	83301
625	139045	83071
626	139259	82844
627	139469	82615
628	139684	82389
629	139901	82164
630	140121	81941
631	140338	81715
632	140554	81490
633	140778	81269
634	140997	81045
635	141196	80810
636	141392	80573
637	141588	80337
638	141812	80116
639	142029	79891
640	142236	79661
641	142444	79431
642	142659	79205
643	142875	78980
644	143101	78761
645	143332	78544
646	143546	78318
647	143802	78114
648	144089	77928
649	144357	77730
650	144601	77520
651	144893	77335
652	145136	77124
653	145372	76909
654	145610	76695
655	145866	76490
656	146089	76269
657	146318	76049
658	146615	75866
659	146921	75686
660	147252	75519
661	147558	75339
662	147806	75129
663	148119	74952
664	148361	74738
665	148685	74565
666	148894	74335
667	149134	74120
668	149344	73890
669	149587	73677
670	149811	73454
671	150064	73245
672	150311	73034
673	150516	72801
674	150731	72574
675	150975	72361
676	151219	72147
677	151448	71927
678	151684	71709
679	151950	71506
680	152201	71295
681	152414	71066
682	152636	70843
683	152878	70627
684	153107	70407
685	153334	70185
686	153548	69957
687	153755	69726
688	153980	69503
689	154172	69265
690	154469	69075
691	154743	68874
692	154987	68659
693	155229	68444
694	155455	68221
695	155699	68006
696	155931	67786
697	156152	67561
698	156373	67336
699	156587	67108
700	156780	66872
701	156975	66636
702	157160	66396
703	157347	66157
704	157521	65913
705	157720	65679
706	157916	65444
707	158095	65203
708	158303	64973
709	158475	64729
710	158680	64499
711	158858	64257
712	159039	64017
713	159204	63770
714	159385	63531
715	159573	63294
716	159778	63064
717	159967	62828
718	160142	62587
719	160316	62345
720	160489	62103
721	160719	61883
722	161016	61689
723	161331	61502
724	161535	61272
725	161755	61048
726	161972	60823
727	162201	60602
728	162418	60377
729	162605	60141
730	162778	59900
731	162964	59664
732	163193	59444
733	163363	59202
734	163618	58991
735	163811	58758
736	163994	58521
737	164235	58305
738	164402	58063
739	164651	57850
740	164842	57616
741	165022	57379
742	165208	57144
743	165386	56907
744	165565	56670
745	165749	56434
746	165941	56202
747	166136	55971
748	166305	55731
749	166520	55506
750	166707	55273
751	166886	55037
752	167068	54801
753	167244	54565
754	167413	54326
755	167611	54096
756	167792	53862
757	167973	53627
758	168152	53392
759	168314	53151
760	168512	52923
761	168723	52698
762	168899	52462
763	169075	52227
764	169247	51991
765	169417	51754
766	169621	51527
767	169804	51295
768	169988	51062
769	170161	50827
770	170363	50600
771	170551	50370
772	170756	50144
773	170945	49914
774	171134	49684
775	171319	49452
776	171486	49216
777	171690	48991
778	171881	48762
779	172067	48531
780	172251	48300
781	172434	48070
782	172632	47843
783	172830	47616
784	173022	47388
785	173197	47155
786	173370	46922
787	173566	46695
788	173759	46468
789	173938	46236
790	174137	46010
791	174353	45789
792	174590	45574
793	174786	45347
794	175000	45125
795	175218	44905
796	175433	44683
797	175629	44457
798	175825	44231
799	176054	44013
800	176271	43792
801	176478	43569
802	176699	43349
803	176879	43119
804	177082	42895
805	177290	42672
806	177479	42445
807	177683	42221
808	177914	42004
809	178133	41784
810	178329	41558
811	178494	41326
812	178727	41109
813	178907	40880
814	179099	40654
815	179294	40429
816	179476	40200
817	179714	39985
818	179908	39760
819	180096	39533
820	180271	39304
821	180443	39074
822	180666	38855
823	180900	38639
824	181107	38416
825	181309	38193
826	181469	37961
827	181663	37736
828	181863	37513
829	182048	37287
830	182257	37065
831	182467	36844
832	182714	36630
833	182941	36412
834	183163	36194
835	183386	35975
836	183599	35754
837	183791	35530
838	183994	35307
839	184222	35089
840	184387	34860
841	184572	34634
842	184798	34416
843	184988	34192
844	185167	33965
845	185343	33738
846	185557	33518
847	185768	33298
848	185957	33073
849	186154	32850
850	186333	32624
851	186561	32407
852	186799	32191
853	187023	31973
854	187244	31754
855	187417	31528
856	187644	31310
857	187866	31092
858	188057	30868
859	188247	30644
860	188429	30420
861	188634	30199
862	188806	29972
863	188990	29748
864	189201	29528
865	189374	29302
866	189613	29087
867	189810	28865
868	190041	28648
869	190239	28426
870	190404	28200
871	190607	27979
872	190830	27761
873	191063	27544
874	191267	27323
875	191483	27105
876	191704	26886
877	191920	26667
878	192110	26445
879	192296	26222
880	192502	26002
881	192736	25785
882	192952	25566
883	193165	25347
884	193396	25130
885	193632	24914
886	193824	24692
887	194018	24470
888	194211	24249
889	194395	24026
890	194624	23809
891	194822	23588
892	195044	23370
893	195251	23150
894	195434	22928
895	195674	22712
896	195861	22490
897	196046	22268
898	196234	22046
899	196477	21830
900	196664	21609
901	196841	21386
902	197023	21164
903	197242	20946
904	197499	20732
905	197730	20515
906	197946	20296
907	198163	20078
908	198419	19863
909	198641	19645
910	198851	19426
911	199081	19209
912	199348	18995
913	199556	18776
914	199756	18556
915	199962	18337
916	200162	18117
917	200364	17897
918	200568	17677
919	200775	17458
920	200983	17239
921	201197	17021
922	201413	16802
923	201634	16584
924	201844	16365
925	202057	16147
926	202272	15928
927	202468	15708
928	202693	15491
929	202902	15272
930	203120	15054
931	203396	14840
932	203602	14620
933	203807	14401
934	204008	14182
935	204214	13963
936	204423	13744
937	204642	13526
938	204844	13307
939	205042	13087
940	205260	12869
941	205458	12650
942	205663	12431
943	205861	12212
944	206066	11993
945	206273	11774
946	206485	11556
947	206690	11337
948	206891	11118
949	207094	10899
950	207314	10681
951	207514	10462
952	207727	10244
953	207934	10026
954	208139	9807
955	208346	9589
956	208564	9371
957	208769	9152
958	208992	8935
959	209191	8716
960	209398	8497
961	209638	8280
962	209859	8063
963	210076	7845
964	210296	7627
965	210517	7409
966	210752	7192
967	210972	6974
968	211207	6756
969	211426	6538
970	211639	6320
971	211845	6102
972	212060	5884
973	212272	5666
974	212472	5448
975	212707	5230
976	212893	5011
977	213101	4793
978	213298	4575
979	213502	4357
980	213717	4139
981	213939	3921
982	214142	3703
983	214355	3485
984	214562	3267
985	214776	3049
986	214993	2831
987	215214	2613
988	215425	2396
989	215651	2178
990	215841	1960
991	216053	1742
992	216252	1524
993	216540	1307
994	216794	1089
995	217076	871
996	217280	653
997	217447	435
998	217645	217
999	217826	0
