iter	Logloss
0	0.2651550294
1	0.1579144466
2	0.1057554575
3	0.07649143783
4	0.06629530583
5	0.05294666634
6	0.04761379008
7	0.04209569843
8	0.03930096767
9	0.03628010651
10	0.03516740444
11	0.03324422572
12	0.03210967507
13	0.03011986489
14	0.02874345809
15	0.02800866226
16	0.02731859431
17	0.02660275363
18	0.02577849489
19	0.02534578829
20	0.02461511088
21	0.02386318011
22	0.02359161793
23	0.02281860034
24	0.02198841177
25	0.02105537079
26	0.0205761505
27	0.02009705931
28	0.01973895409
29	0.01944379291
30	0.01925476252
31	0.0187799599
32	0.01808687252
33	0.01793480217
34	0.01740471775
35	0.01721518955
36	0.01710184145
37	0.01666223014
38	0.01647743832
39	0.01610591222
40	0.01568642398
41	0.01535749365
42	0.01521243851
43	0.01501625462
44	0.01451880274
45	0.01438041342
46	0.01396700988
47	0.0138121632
48	0.01354659679
49	0.01332668521
50	0.01325472816
51	0.01317623818
52	0.01308201641
53	0.01300290513
54	0.0128085596
55	0.01277322943
56	0.01260892864
57	0.01243421183
58	0.01226907457
59	0.01214384399
60	0.01191322226
61	0.01179311845
62	0.01171442138
63	0.01162157939
64	0.01152724153
65	0.01146997799
66	0.01142309359
67	0.01135226265
68	0.01100516195
69	0.01082094364
70	0.01066055215
71	0.01061723283
72	0.01046536788
73	0.01026084685
74	0.01011997823
75	0.01000157936
76	0.00994926675
77	0.009860762166
78	0.009823170342
79	0.009781492195
80	0.009720902248
81	0.00962454792
82	0.009589699638
83	0.009445762336
84	0.009390929835
85	0.009323475731
86	0.009223797341
87	0.009084865473
88	0.009040948071
89	0.008951875072
90	0.008907034707
91	0.008778385416
92	0.008683601678
93	0.008570778054
94	0.00850229784
95	0.008428773464
96	0.008383692081
97	0.008337979251
98	0.008298596225
99	0.008262021834
100	0.008145229991
101	0.008116947316
102	0.00811692043
103	0.008101892725
104	0.008054853839
105	0.00796239436
106	0.007907837922
107	0.007852689529
108	0.007806469027
109	0.007788757563
110	0.007702529958
111	0.007669630035
112	0.007604580586
113	0.007543713997
114	0.007518572822
115	0.007478906942
116	0.007457515769
117	0.007434407799
118	0.00738109866
119	0.007282887809
120	0.007237034852
121	0.007221264105
122	0.007149201879
123	0.007099190923
124	0.007067211109
125	0.007050616409
126	0.00702601356
127	0.006999041847
128	0.006985963592
129	0.006962042208
130	0.006910917847
131	0.006886709376
132	0.006842348655
133	0.00678262655
134	0.006734795646
135	0.006687720085
136	0.006668583205
137	0.006629044429
138	0.006604719986
139	0.006567806487
140	0.006567789622
141	0.006544967407
142	0.006502678939
143	0.006464212025
144	0.006451162196
145	0.006432596819
146	0.006407874545
147	0.006407771726
148	0.006407771726
149	0.006407771726
150	0.006407771726
151	0.006407771726
152	0.006407771726
153	0.006407771726
154	0.006407771726
155	0.006407771726
156	0.006407771726
157	0.006407771726
158	0.006407771726
159	0.006407771726
160	0.006407771726
161	0.006407771726
162	0.006407771726
163	0.006407771726
164	0.006407771726
165	0.006407771726
166	0.006407771726
167	0.006407771726
168	0.006407771726
169	0.006407771726
170	0.006407771726
171	0.006407771726
172	0.006407771726
173	0.006407771726
174	0.006407771726
175	0.006407771726
176	0.006393245529
177	0.006370662463
178	0.006346742679
179	0.006286428036
180	0.006272663317
181	0.0062489922
182	0.006218456883
183	0.006189689708
184	0.006151668001
185	0.006151661011
186	0.006151473921
187	0.006151450637
188	0.006106667484
189	0.006106606628
190	0.006052412546
191	0.006031797209
192	0.005978526981
193	0.005959235198
194	0.005926677179
195	0.005887284647
196	0.005887242935
197	0.005870960339
198	0.005859096929
199	0.005825172609
200	0.00578814283
201	0.005757184303
202	0.005735926931
203	0.005715857041
204	0.00568285717
205	0.005654759954
206	0.005620891462
207	0.005587209348
208	0.005547960509
209	0.005527752604
210	0.005505875997
211	0.005486309796
212	0.005462914686
213	0.005413621907
214	0.005396265384
215	0.005364033246
216	0.005339140443
217	0.005316660595
218	0.005316622668
219	0.005316603733
220	0.005316584813
221	0.005316565544
222	0.005316546291
223	0.005316524326
224	0.005316486596
225	0.00531639857
226	0.005316311108
227	0.005316292303
228	0.005316270414
229	0.005316251629
230	0.005316229838
231	0.005316208062
232	0.005316169819
233	0.005316148067
234	0.005316129341
235	0.005316129341
236	0.005316129341
237	0.005316129341
238	0.005290994966
239	0.005290951329
240	0.005290929539
241	0.005290907763
242	0.005290886004
243	0.005290864335
244	0.005290842607
245	0.005290820894
246	0.005290799197
247	0.00529071282
248	0.005290671012
249	0.005290627989
250	0.005290606429
251	0.00529058496
252	0.005290542061
253	0.005290542061
254	0.005290542061
255	0.005290523239
256	0.005290501744
257	0.005290480971
258	0.005290397985
259	0.005290355179
260	0.005290312434
261	0.005290269899
262	0.005290227276
263	0.005290184715
264	0.005290184715
265	0.005290165974
266	0.005290165974
267	0.005290165974
268	0.005290165974
269	0.005290165974
270	0.005290165974
271	0.005290165974
272	0.005290165974
273	0.005290165974
274	0.005290123482
275	0.005290081051
276	0.005290081051
277	0.005290081051
278	0.005281368878
279	0.005258670298
280	0.005258670298
281	0.00525865515
282	0.00525865515
283	0.00524170909
284	0.005241703184
285	0.005241697283
286	0.005241691388
287	0.005241685497
288	0.005241679612
289	0.005241667856
290	0.005241644395
291	0.005241638547
292	0.005241632704
293	0.005241621032
294	0.005241597739
295	0.005241574529
296	0.005241551402
297	0.005241545638
298	0.00524151607
299	0.005241510317
300	0.005241504569
301	0.005241493086
302	0.005241462626
303	0.005241456899
304	0.005241451178
305	0.005241445462
306	0.005241439751
307	0.005241434045
308	0.005241428344
309	0.005241425283
310	0.005241413899
311	0.005241408216
312	0.005241402538
313	0.005241398979
314	0.005241393307
315	0.005241387641
316	0.005241381979
317	0.005241376323
318	0.005241365023
319	0.005241359381
320	0.005241353745
321	0.005241347985
322	0.005241342358
323	0.005241336737
324	0.005241315953
325	0.005241308397
326	0.005241303217
327	0.005241297622
328	0.005241292032
329	0.005241286447
330	0.005241275289
331	0.005241275289
332	0.005241275289
333	0.005241260707
334	0.00524125514
335	0.005241249577
336	0.005241242536
337	0.00524119817
338	0.00524119817
339	0.005241183643
340	0.005241178131
341	0.005241172623
342	0.005241167121
343	0.005241123207
344	0.005241117748
345	0.005241112293
346	0.005241106844
347	0.005241095956
348	0.005241090521
349	0.00524108509
350	0.005241079665
351	0.005241074243
352	0.005241070658
353	0.005241065243
354	0.005241065243
355	0.005241036373
356	0.005241030969
357	0.005241030969
358	0.00524101657
359	0.005241011048
360	0.005241000267
361	0.005240957276
362	0.005240946589
363	0.005240941253
364	0.005240933782
365	0.005240928452
366	0.005240923127
367	0.005240917806
368	0.005240903481
369	0.005240898168
370	0.005240892859
371	0.005240750881
372	0.005240733052
373	0.005240733052
374	0.005240711447
375	0.005240707916
376	0.00524067812
377	0.00524067812
378	0.005231103405
379	0.005231085792
380	0.005231068023
381	0.005231068023
382	0.005231050439
383	0.005231032869
384	0.005230997764
385	0.005230962717
386	0.005230945219
387	0.005230945219
388	0.005230927735
389	0.005230857896
390	0.005230857896
391	0.005230852813
392	0.005230783206
393	0.005230748502
394	0.005230731175
395	0.005230657278
396	0.005230631764
397	0.005230597198
398	0.005230562351
399	0.005230492797
400	0.005230492797
401	0.00523043715
402	0.005230419825
403	0.005230385209
404	0.005230385209
405	0.005230348434
406	0.005230348434
407	0.005230348434
408	0.005202133557
409	0.005202133557
410	0.005202133557
411	0.00520212643
412	0.005202091624
413	0.005202054194
414	0.005202054194
415	0.005202054194
416	0.005202054194
417	0.005202047071
418	0.005202047071
419	0.005202040139
420	0.005202040139
421	0.0052020033
422	0.005201965973
423	0.0052019287
424	0.005201891478
425	0.00520185431
426	0.00520185431
427	0.005201835749
428	0.0052018172
429	0.005201748649
430	0.005201748649
431	0.005181047017
432	0.005181044275
433	0.005181033292
434	0.005177147512
435	0.005177139353
436	0.005177136435
437	0.005177131871
438	0.005177126509
439	0.005177121154
440	0.005177116596
441	0.005177108469
442	0.005177105067
443	0.005177099247
444	0.005177095193
445	0.005177095193
446	0.005158646993
447	0.005158637694
448	0.005158633362
449	0.005158624078
450	0.005158619752
451	0.005158418332
452	0.005158385182
453	0.005158352563
454	0.005144598896
455	0.005144594305
456	0.005144361174
457	0.005144356637
458	0.005144342231
459	0.0051443377
460	0.005144323097
461	0.005144318571
462	0.005144304219
463	0.0051442997
464	0.00514428511
465	0.005144270531
466	0.005138814075
467	0.005138814075
468	0.005138785792
469	0.005138779996
470	0.005138779996
471	0.005138765944
472	0.005138765944
473	0.005138710055
474	0.005138710055
475	0.005138710055
476	0.005138696227
477	0.005138696227
478	0.005138682442
479	0.005138682442
480	0.005138668701
481	0.005138508608
482	0.005138457895
483	0.005138457895
484	0.00513843152
485	0.00513843152
486	0.005138428799
487	0.005138428799
488	0.005138426022
489	0.005138426022
490	0.005138399831
491	0.005138374529
492	0.005138374529
493	0.005138173769
494	0.005138173769
495	0.005138077594
496	0.005138077594
497	0.005138029247
498	0.005138029247
499	0.005138029247
500	0.005138029247
501	0.005138005324
502	0.005138005324
503	0.00513782161
504	0.00513782161
505	0.005137811646
506	0.005137811646
507	0.005137766351
508	0.005137766351
509	0.005137756502
510	0.005137756502
511	0.005137756502
512	0.005137506422
513	0.005137506422
514	0.005137506422
515	0.005137468698
516	0.005137468698
517	0.005137468698
518	0.005137456765
519	0.005137456765
520	0.005137456765
521	0.005137456765
522	0.005137454161
